Title,Price,Area,Location
Glen Lorne - House,"$320,000",4478 m²,harare north
Mainway Meadows - House,"$92,000",504 m²,harare south
Mahatshula - House,"$75,000",3 bedrooms,bulawayo north
Bulawayo City Centre - House,"$40,000",1788 m²,bulawayo cbd industrial
Ilanda - House,"$120,000",3 bathrooms,bulawayo east
Madokero - House,"$90,000",475 m²,harare west
St. Marys - House,"$35,000",274 m²,chitungwiza
"Crowhill Views - House, Townhouse Complex","$45,000",1000 m²,harare north
Eastvale - House,"$110,000",1400 m²,masvingo
Waterfalls - House,"$140,000",300 m²,harare south
Old Windsor - House,"$120,000",2000 m²,ruwa
Sauerstown - House,"$55,000",3000 m²,bulawayo north
Morningside - House,"$100,000",1 bathrooms,bulawayo south
Burnside - House,"$90,000",4000 m²,bulawayo east
Aspindale Park - House,"$75,000",200 m²,harare west
Riverside South - House,"$330,000",8094 m²,bulawayo east
"Bulawayo City Centre - House, Townhouse Complex","$160,000",694 m²,bulawayo cbd industrial
Budiriro - House,"$29,000",300 m²,harare high density
Mainway Meadows - House,"$75,000",400 m²,harare south
Kuwadzana - House,"$30,000",300 m²,harare high density
Selbourne Park - House,"$80,000",800 m²,bulawayo east
"Marlborough - House, Townhouse Complex","$125,000",1 m²,harare west
Chitungwiza - House,"$20,000",200 m²,chitungwiza
Rockview - House,"$70,000",1000 m²,harare east
Budiriro - House,"$25,000",300 m²,harare high density
Glen View - House,"$35,000",1 m²,harare high density
"Strathaven - House, Townhouse Complex","$125,000",400 m²,harare west
Ballantyne Park - House,"$680,000",4000 m²,harare north
Damofalls - House,"$28,000",644 m²,damofalls
Marlborough - House,"$200,000",3000 m²,harare west
"Marlborough - House, Townhouse Complex","$195,000",1000 m²,harare west
Highlands - House,"$300,000",1500 m²,harare north
Mount Pleasant Heights - House,"$125,000",2000 m²,harare north
Chinhoyi - House,"$66,000",4 bedrooms,chinhoyi
Tynwald - House,"$96,000",400 m²,harare west
Warren Park - House,"$38,000",200 m²,harare high density
Zengeza - House,"$17,000",200 m²,chitungwiza
Zengeza - House,"$25,000",1 bathrooms,chitungwiza
Southview Park - House,"$45,000",265 m²,harare south
Chitungwiza - House,"$28,000",200 m²,chitungwiza
Sally Mugabe Heights - House,"$28,000",2000 m²,harare north
Dzivarasekwa - House,"$12,000",300 m²,harare high density
Tynwald - House,"$38,000",300 m²,harare west
Nkwisi Gardens - House,"$56,000",322 m²,harare west
Mabelreign - House,"$75,000",1100 m²,harare west
Sauerstown - House,"$70,000",1300 m²,bulawayo north
Borrowdale Brooke - House,"$450,000",4500 m²,harare north
Colne Valley - House,"$690,000",4040 m²,harare north
Selbourne Park - House,"$150,000",1625 m²,bulawayo east
Mabelreign - House,"$70,000",1000 m²,harare west
Mainway Meadows - House,"$75,000",400 m²,harare south
Zvimba - House,"$30,000",300 m²,zvimba
Glen Lorne - House,"$550,000",6000 m²,harare north
"Borrowdale - House, Townhouse Complex","$205,000",1100 m²,harare north
Emganwini - House,"$26,000",200 m²,bulawayo high density
Sauerstown - House,"$70,000",1350 m²,bulawayo north
Queens Park West - House,"$45,000",1200 m²,bulawayo north
Houghton Park - House,"$75,000",620 m²,harare south
Highfield - House,"$35,000",400 m²,harare high density
Nkwisi Gardens - House,"$80,000",380 m²,harare west
Dzivarasekwa - House,"$15,000",250 m²,harare high density
Budiriro - House,"$45,000",300 m²,harare high density
Zvishavane - House,"$55,000",450 m²,zvishavane
Highlands - House,"$420,000",5000 m²,harare north
Mainway Meadows - House,"$85,000",540 m²,harare south
Manyame Park - House,"$26,000",250 m²,chitungwiza
Glen View - House,"$38,000",200 m²,harare high density
Prospect - House,"$128,000",2207 m²,harare south
Mount Pleasant Heights - House,"$230,000",2200 m²,harare north
Ruwa - House,"$105,000",576 m²,ruwa
Mount Pleasant - House,"$450,000",4000 m²,harare north
Mandara - House,"$190,000",4400 m²,harare east
Norton - House,"$50,000",2200 m²,norton
Borrowdale - House,"$195,000",4047 m²,harare north
Bluff Hill - House,"$110,000",400 m²,harare west
Kumalo - House,"$300,000",2693 m²,bulawayo east
Kuwadzana - House,"$28,000",200 m²,harare high density
Hatcliffe - House,"$50,000",1400 m²,harare high density
Marondera - House,"$32,000",380 m²,marondera
Glen View - House,"$27,000",200 m²,harare high density
Hatcliffe - House,"$15,000",300 m²,harare high density
Mount Pleasant - House,"$280,000",4223 m²,harare north
Borrowdale - House,"$750,000",4111 m²,harare north
Chitungwiza - House,"$25,000",220 m²,chitungwiza
Crowborough - House,"$50,000",200 m²,harare high density
Marondera - House,"$32,000",380 m²,marondera
"Bluff Hill - House, Townhouse Complex","$130,000",4000 m²,harare west
Mainway Meadows - House,"$90,000",540 m²,harare south
Madokero - House,"$115,000",407 m²,harare west
Glen View - House,"$42,000",300 m²,harare high density
Dzivarasekwa - House,"$42,000",300 m²,harare high density
Chitungwiza - House,"$38,000",212 m²,chitungwiza
Zimre Park - House,"$70,000",1000 m²,harare east
Mt Pleasant Heights - House,"$200,000",1800 m²,harare west
Northlea - House,"$70,000",2246 m²,gweru
Kensington - House,"$280,000",2532 m²,harare west
Manyame Park - House,"$26,000",200 m²,chitungwiza
Southerton - House,"$120,000",675 m²,harare south
Mainway Meadows - House,"$110,000",540 m²,harare south
Senga - House,"$150,000",600 m²,gweru
Borrowdale - House,"$125,000",1712 m²,harare north
Budiriro - House,"$37,000",300 m²,harare high density
Bluff Hill - House,"$115,000",500 m²,harare west
"Arlington - House, Townhouse Complex","$140,000",560 m²,harare south
Norton - House,"$21,000",208 m²,norton
Kariba - House,"$220,000",5800 m²,kariba
Hillside - House,"$85,000",1000 m²,bulawayo south
Morningside - House,"$130,000",1 bathrooms,bulawayo south
Nkulumane - House,"$27,000",600 m²,bulawayo high density
"Northend - House, Townhouse Complex","$90,000",1400 m²,bulawayo north
"Matsheumhlope - House, Townhouse Complex","$375,000",8200 m²,bulawayo east
Norton - House,"$30,000",300 m²,norton
"Famona - House, Townhouse Complex","$95,000",1700 m²,bulawayo south
Glaudina - House,"$72,000",800 m²,harare west
Hatcliffe - House,"$40,000",500 m²,harare high density
Crowhill Views - House,"$43,000",1000 m²,harare north
Manyame Park - House,"$26,000",200 m²,chitungwiza
Madokero - House,"$105,000",400 m²,harare west
Mount Pleasant Heights - House,"$220,000",2000 m²,harare north
Norton - House,"$110,000",2200 m²,norton
Aspindale Park - House,"$75,000",200 m²,harare west
Madokero - House,"$90,000",400 m²,harare west
Damofalls - House,"$45,000",300 m²,damofalls
Borrowdale West - House,"$320,000",2257 m²,harare north
Msasa Park - House,"$95,000",629 m²,harare south
Rydale Ridge - House,"$35,000",300 m²,harare high density
Borrowdale - House,"$140,000",3624 m²,harare north
Glen Lorne - House,"$275,000",4047 m²,harare north
"Riverside North - House, Townhouse Complex","$300,000",3 bedrooms,bulawayo east
Ruwa - House,"$85,000",400 m²,ruwa
Mbizo - House,"$15,000",180 m²,kwekwe
Mount Pleasant - House,"$230,000",2300 m²,harare north
Crowborough - House,"$28,000",200 m²,harare high density
Adelaide Park - House,"$35,000",200 m²,harare high density
Chitungwiza - House,"$17,000",200 m²,chitungwiza
Southview Park - House,"$30,000",300 m²,harare south
Chitungwiza - House,"$45,000",400 m²,chitungwiza
Chitungwiza - House,"$25,000",300 m²,chitungwiza
Chitungwiza - House,"$43,000",400 m²,chitungwiza
Ballantyne Park - House,"$680,000",4020 m²,harare north
Glen Lorne - House,"$780,000",9000 m²,harare north
Tynwald - House,"$40,000",200 m²,harare west
Chitungwiza - House,"$28,000",300 m²,chitungwiza
Chitungwiza - House,"$26,000",240 m²,chitungwiza
Glaudina - House,"$40,000",300 m²,harare west
Crowborough - House,"$40,000",300 m²,harare high density
Glen Lorne - House,"$270,000",6158 m²,harare north
Waterfalls - House,"$60,000",465 m²,harare south
Highfield - House,"$55,000",400 m²,harare high density
Hatcliffe - House,"$22,000",300 m²,harare high density
Marlborough - House,"$125,000",2400 m²,harare west
Zimre Park - House,"$118,000",800 m²,harare east
Zengeza - House,"$28,000",180 m²,chitungwiza
"Bluff Hill - House, Townhouse Complex","$110,000",600 m²,harare west
Springvale - House,"$60,000",300 m²,ruwa
Bloomingdale - House,"$120,000",450 m²,harare west
Bluff Hill - House,"$300,000",3754 m²,harare west
Sunway City - House,"$60,000",2080 m²,harare east
Murambi - House,"$280,000",4251 m²,mutare
Budiriro - House,"$27,000",300 m²,harare high density
Palmerston - House,"$125,000",2000 m²,mutare
Dzivarasekwa - House,"$13,000",200 m²,harare high density
Strathaven - House,"$150,000",2013 m²,harare west
"Newlands - House, Townhouse Complex","$150,000",400 m²,harare north
Ruwa - House,"$60,000",300 m²,ruwa
Springvale - House,"$30,000",300 m²,ruwa
Mkoba - House,"$35,000",416 m²,gweru
Borrowdale West - House,"$300,000",2257 m²,harare north
Waterfalls - House,"$135,000",5000 m²,harare south
Madokero - House,"$90,000",385 m²,harare west
Chinhoyi - House,"$115,000",2037 m²,chinhoyi
Windsor Park - House,"$35,000",523 m²,ruwa
Morningside - House,"$135,000",1960 m²,mutare
Norton - House,"$25,000",300 m²,norton
Chiredzi - House,"$30,000",350 m²,chiredzi
"Helensvale - House, Townhouse Complex","$300,000",4000 m²,harare north
Zengeza - House,"$35,000",180 m²,chitungwiza
Ruwa - House,"$115,000",400 m²,ruwa
"Crowhill Views - House, House","$63,000",1200 m²,harare north
"Newlands - House, Townhouse Complex","$320,000",400 m²,harare north
Chitungwiza - House,"$18,000",200 m²,chitungwiza
Ashdown Park - House,"$45,000",797 m²,harare west
Zimre Park - House,"$78,000",2051 m²,harare east
Mount Pleasant Heights - House,"$135,000",2100 m²,harare north
Mabvuku - House,"$21,000",150 m²,harare high density
Westgate - House,"$120,000",500 m²,harare west
Waterfalls - House,"$145,000",4164 m²,harare south
Quinnington - House,"$650,000",8084 m²,harare north
Southview Park - House,"$55,000",250 m²,harare south
"Borrowdale Brooke - House, Townhouse Complex","$400,000",2 bathrooms,harare north
Sally Mugabe Heights - House,"$45,000",2000 m²,harare north
"Arlington - House, Townhouse Complex","$135,000",340 m²,harare south
Greendale - House,"$300,000",3523 m²,harare east
Mainway Meadows - House,"$75,000",504 m²,harare south
"Hillside - House, Townhouse Complex","$150,000",400 m²,bulawayo south
Msasa Park - House,"$57,000",419 m²,harare south
"Kariba - House, House","$275,000",3000 m²,kariba
"Marlborough - House, Townhouse Complex","$100,000",984 m²,harare west
Damofalls - House,"$42,000",200 m²,damofalls
Nketa - House,"$30,000",325 m²,bulawayo high density
Budiriro - House,"$45,000",300 m²,harare high density
Whitecliff - House,"$45,000",2000 m²,harare west
Ruwa - House,"$65,000",300 m²,ruwa
New Marlborough - House,"$95,000",2000 m²,harare west
Norton - House,"$120,000",2000 m²,norton
Chitungwiza - House,"$33,000",350 m²,chitungwiza
Chitungwiza - House,"$38,000",300 m²,chitungwiza
Shawasha Hills - House,"$500,000",399 m²,harare north
Glen Norah - House,"$24,000",200 m²,harare high density
"Helensvale - House, Townhouse Complex","$280,000",1000 m²,harare north
"Waterfalls - House, Townhouse Complex","$150,000",500 m²,harare south
Ilanda - House,"$180,000",2 bathrooms,bulawayo east
Mahatshula - House,"$65,000",600 m²,bulawayo north
Waterfalls - House,"$130,000",2139 m²,harare south
Waterfalls - House,"$85,000",1000 m²,harare south
"Newlands - House, House","$418,000",4000 m²,harare north
Killarney - House,"$70,000",1000 m²,bulawayo east
Mahatshula - House,"$68,000",600 m²,bulawayo north
Parktown - House,"$92,000",1100 m²,harare south
"Helensvale - House, Townhouse Complex","$300,000",2000 m²,harare north
Parklands - House,"$96,000",1 bathrooms,bulawayo east
Cold Comfort - House,"$68,000",500 m²,harare west
Marimba Park - House,"$80,000",1200 m²,harare high density
Queens Park East - House,"$45,000",1078 m²,bulawayo north
Southerton - House,"$55,000",700 m²,harare south
"Greystone Park - House, Townhouse Complex","$115,000",1 bathrooms,harare north
Mainway Meadows - House,"$90,000",702 m²,harare south
Mabvuku - House,"$30,000",200 m²,harare high density
Strathaven - House,"$120,000",400 m²,harare west
Cold Comfort - House,"$85,000",480 m²,harare west
Kumalo - House,"$165,000",1200 m²,bulawayo east
Kariba - House,"$150,000",875 m²,kariba
Chitungwiza - House,"$25,000",300 m²,chitungwiza
Aspindale Park - House,"$40,000",200 m²,harare west
Glen Lorne - House,"$1,300,000",5058 m²,harare north
Ardbennie - House,"$110,000",566 m²,harare south
"Chitungwiza - House, Townhouse Complex","$23,000",200 m²,chitungwiza
"Strathaven - House, Townhouse Complex","$210,000",500 m²,harare west
Murambi - House,"$195,000",2154 m²,mutare
Norton - House,"$52,000",1500 m²,norton
Chitungwiza - House,"$30,000",200 m²,chitungwiza
Kambuzuma - House,"$35,000",200 m²,harare high density
Zimre Park - House,"$90,000",800 m²,harare east
Westgate - House,"$155,000",3290 m²,harare west
Chinhoyi - House,"$80,000",2404 m²,chinhoyi
"Arlington - House, Townhouse Complex","$140,000",464 m²,harare south
Marondera - House,"$20,000",300 m²,marondera
Kuwadzana - House,"$45,000",200 m²,harare high density
Seke - House,"$40,000",618 m²,seke
Buena Vista - House,"$100,000",4000 m²,bulawayo east
Goodhope - House,"$185,000",3000 m²,harare west
Shawasha Hills - House,"$140,000",1400 m²,harare north
"Avenues - House, Townhouse Complex","$170,000",300 m²,harare cbd
Helensvale - House,"$250,000",4913 m²,harare north
Sunning Hill - House,"$270,000",4047 m²,bulawayo east
Norton - House,"$15,000",299 m²,norton
KweKwe - House,"$88,000",2000 m²,kwekwe
Warren Park - House,"$50,000",300 m²,harare high density
Chitungwiza - House,"$39,500",300 m²,chitungwiza
Newlands - House,"$385,000",2666 m²,harare north
Sally Mugabe Heights - House,"$40,000",2000 m²,harare north
Kumalo - House,"$200,000",2889 m²,bulawayo east
Zengeza - House,"$35,000",300 m²,chitungwiza
Whitecliff - House,"$17,000",250 m²,harare west
Ruwa - House,"$35,000",300 m²,ruwa
Ruwa - House,"$40,000",150 m²,ruwa
Tafara - House,"$27,000",188 m²,harare high density
Mandara - House,"$235,000",4070 m²,harare east
Chitungwiza - House,"$35,000",180 m²,chitungwiza
Chitungwiza - House,"$22,000",200 m²,chitungwiza
Msasa Park - House,"$65,000",451 m²,harare south
Msasa Park - House,"$65,000",450 m²,harare south
Kuwadzana - House,"$40,000",300 m²,harare high density
Ruwa - House,"$35,000",260 m²,ruwa
Glen View - House,"$38,000",279 m²,harare high density
Houghton Park - House,"$75,000",600 m²,harare south
Kuwadzana - House,"$35,000",500 m²,harare high density
"Avenues - House, Townhouse Complex","$180,000",100 m²,harare cbd
Cold Comfort - House,"$45,000",1164 m²,harare west
Kadoma - House,"$65,000",1500 m²,kadoma
Chitungwiza - House,"$25,000",200 m²,chitungwiza
Kopje - House,"$110,000",2171 m²,gweru
Zengeza - House,"$33,000",300 m²,chitungwiza
Bindura - House,"$145,000",1710 m²,bindura
Chegutu - House,"$25,000",300 m²,chegutu
Chinhoyi - House,"$115,000",5453 m²,chinhoyi
Kadoma - House,"$200,000",6461 m²,kadoma
Kariba - House,"$70,000",1022 m²,kariba
Nkwisi Gardens - House,"$70,000",432 m²,harare west
Mount Pleasant Heights - House,"$210,000",2000 m²,harare north
Zengeza - House,"$20,000",150 m²,chitungwiza
"Norton - House, House","$30,000",200 m²,norton
Msasa Park - House,"$60,000",504 m²,harare south
Northend - House,"$60,000",2 bedrooms,bulawayo north
Greystone Park - House,"$300,000",4 bedrooms,harare north
"Bluff Hill - House, Townhouse Complex","$200,000",525 m²,harare west
Glen Lorne - House,"$450,000",4000 m²,harare north
Chiredzi - House,"$220,000",3200 m²,chiredzi
New Marlborough - House,"$145,000",504 m²,harare west
Kuwadzana - House,"$45,000",268 m²,harare high density
Glaudina - House,"$80,000",637 m²,harare west
Norton - House,"$65,000",2100 m²,norton
Windsor Park - House,"$120,000",4000 m²,ruwa
Hatfield - House,"$120,000",2500 m²,harare south
Glen Lorne - House,"$350,000",4692 m²,harare north
Woodlands Park - House,"$25,000",250 m²,gweru
Norton - House,"$55,000",2800 m²,norton
Bindura - House,"$75,000",600 m²,bindura
Belvedere - House,"$280,000",2496 m²,harare west
Philadelphia - House,"$1,250,000",12000 m²,harare north
Ascot - House,"$30,000",200 m²,gweru
Ruwa - House,"$60,000",430 m²,ruwa
Westgate - House,"$115,000",896 m²,harare west
Greystone Park - House,"$120,000",1000 m²,harare north
Chitungwiza - House,"$32,000",250 m²,chitungwiza
Kadoma - House,"$80,000",830 m²,kadoma
Avondale - House,"$780,000",4047 m²,harare north
Alexandra Park - House,"$650,000",2136 m²,harare north
Greystone Park - House,"$400,000",4049 m²,harare north
Pumula South - House,"$27,000",2 bathrooms,bulawayo high density
Glaudina - House,"$85,000",600 m²,harare west
Pelandaba - House,"$24,000",225 m²,bulawayo high density
Cowdray Park - House,"$17,000",200 m²,bulawayo high density
Glen Lorne - House,"$320,000",10500 m²,harare north
Rockview - House,"$150,000",1000 m²,harare east
Budiriro - House,"$33,000",300 m²,harare high density
"Ruwa - House, Townhouse Complex","$150,000",2288 m²,ruwa
Southlea Park - House,"$55,000",240 m²,harare south
"Hillside - House, Townhouse Complex","$65,000",800 m²,bulawayo south
Arcadia - House,"$90,000",850 m²,harare south
Arcadia - House,"$85,000",850 m²,harare south
Cowdray Park - House,"$18,000",240 m²,bulawayo high density
Zimre Park - House,"$75,000",1000 m²,harare east
Mabvuku - House,"$21,000",360 m²,harare high density
"Kuwadzana - House, Townhouse Complex","$45,000",200 m²,harare high density
Southlea Park - House,"$35,000",200 m²,harare south
Gletwin Park - House,"$200,000",2145 m²,harare north
Manyame Park - House,"$25,000",300 m²,chitungwiza
Mt Pleasant Heights - House,"$230,000",2000 m²,harare west
Rydale Ridge - House,"$25,000",300 m²,harare high density
Bindura - House,"$35,000",250 m²,bindura
Goodhope - House,"$150,000",3200 m²,harare west
Marlborough - House,"$190,000",3300 m²,harare west
Karoi - House,"$20,000",200 m²,karoi
Hwange - House,"$25,000",200 m²,hwange
Pumula - House,"$20,000",300 m²,bulawayo high density
Philadelphia - House,"$95,000",2200 m²,harare north
Rockview - House,"$50,000",1000 m²,harare east
Mabvuku - House,"$33,000",147 m²,harare high density
Nyanga - House,"$75,000",3237 m²,nyanga
Queensdale - House,"$150,000",1200 m²,harare south
Chitungwiza - House,"$35,000",400 m²,chitungwiza
Seke - House,"$19,000",1 m²,seke
Marlborough - House,"$215,000",3300 m²,harare west
Southlea Park - House,"$30,000",200 m²,harare south
"Bulawayo City Centre - House, Townhouse Complex","$150,000",1000 m²,bulawayo cbd industrial
"Bulawayo City Centre - House, Townhouse Complex","$235,000",1800 m²,bulawayo cbd industrial
Kadoma - House,"$70,000",3100 m²,kadoma
Budiriro - House,"$21,000",150 m²,harare high density
Chitungwiza - House,"$27,000",200 m²,chitungwiza
Nyanga - House,"$25,000",10000 m²,nyanga
Sunway City - House,"$62,000",2080 m²,harare east
"Florida - House, Townhouse Complex","$95,000",2200 m²,mutare
New Marlborough - House,"$90,000",2000 m²,harare west
"Avenues - House, Townhouse Complex","$675,000",3 bedrooms,harare cbd
Waterfalls - House,"$100,000",2100 m²,harare south
Tafara - House,"$35,000",315 m²,harare high density
Mainway Meadows - House,"$80,000",428 m²,harare south
"Greendale - House, House","$145,000",3140 m²,harare east
Kuwadzana - House,"$25,000",200 m²,harare high density
Marlborough - House,"$110,000",300 m²,harare west
Marimba Park - House,"$150,000",1200 m²,harare high density
"Kariba - House, Townhouse Complex","$140,000",2 bathrooms,kariba
Goromonzi - House,"$30,000",420 m²,goromonzi
"Waterfalls - House, Townhouse Complex","$120,000",1000 m²,harare south
Mabelreign - House,"$145,000",1500 m²,harare west
Norton - House,"$130,000",4300 m²,norton
Cowdray Park - House,"$25,000",200 m²,bulawayo high density
Cold Comfort - House,"$65,000",400 m²,harare west
Mabvuku - House,"$20,000",200 m²,harare high density
Zimre Park - House,"$55,000",488 m²,harare east
Pumula South - House,"$30,000",250 m²,bulawayo high density
Goodhope - House,"$190,000",2400 m²,harare west
Kariba - House,"$300,000",5077 m²,kariba
Milton Park - House,"$450,000",2716 m²,harare west
Chitungwiza - House,"$35,000",280 m²,chitungwiza
Masvingo - House,"$67,500",1916 m²,masvingo
Mufakose - House,"$18,000",200 m²,harare high density
Southerton - House,"$90,000",700 m²,harare south
Ascot - House,"$27,000",200 m²,gweru
Paddonhurst - House,"$60,000",515 m²,bulawayo north
Glen Norah - House,"$35,000",200 m²,harare high density
Chitungwiza - House,"$40,000",300 m²,chitungwiza
Glen Norah - House,"$37,000",300 m²,harare high density
Sandton Park - House,"$87,000",1000 m²,harare west
Damofalls - House,"$30,000",398 m²,damofalls
Banket - House,"$12,000",200 m²,banket
Zengeza - House,"$37,000",300 m²,chitungwiza
"Budiriro - House, House","$35,000",420 m²,harare high density
Glaudina - House,"$80,000",600 m²,harare west
"Gokwe - House, House","$25,000",1000 m²,gokwe
Waterfalls - House,"$23,000",258 m²,harare south
Msasa Park - House,"$75,000",630 m²,harare south
Eastlea - House,"$165,000",1400 m²,harare east
Mt Pleasant Heights - House,"$230,000",1900 m²,harare west
Chinhoyi - House,"$115,000",2856 m²,chinhoyi
Glen View - House,"$55,000",2000 m²,harare high density
Chitungwiza - House,"$25,000",2000 m²,chitungwiza
Glen Norah - House,"$35,000",200 m²,harare high density
Mainway Meadows - House,"$50,000",540 m²,harare south
Shawasha Hills - House,"$380,000",2100 m²,harare north
Chitungwiza - House,"$28,000",200 m²,chitungwiza
Burnside - House,$95,5060 m²,bulawayo east
Dawnview Park - House,"$65,000",400 m²,harare west
Southlea Park - House,"$18,000",300 m²,harare south
Hatfield - House,"$150,000",2800 m²,harare south
Norton - House,"$125,000",2000 m²,norton
Avondale - House,"$265,000",2000 m²,harare north
Fairbridge Park - House,"$160,000",3000 m²,mutare
Marondera - House,"$29,000",450 m²,marondera
Budiriro - House,"$58,000",300 m²,harare high density
Manyame Park - House,"$25,000",200 m²,chitungwiza
Mainway Meadows - House,"$70,000",400 m²,harare south
Nyanga - House,"$85,000",1800 m²,nyanga
Kumalo - House,"$155,000",3015 m²,bulawayo east
Killarney - House,"$150,000",3 bedrooms,bulawayo east
Tshabalala Extension - House,"$30,000",300 m²,bulawayo high density
Chitungwiza - House,"$26,000",250 m²,chitungwiza
Budiriro - House,"$40,000",300 m²,harare high density
Hillside - House,"$164,000",2578 m²,bulawayo south
Waterfalls - House,"$130,000",5100 m²,harare south
Rhodene - House,"$100,000",4200 m²,masvingo
Hogerty Hill - House,"$895,000",4600 m²,harare north
Borrowdale - House,"$3,500,000",4000 m²,harare north
Glen View - House,"$35,000",200 m²,harare high density
Riverside South - House,"$160,000",4000 m²,bulawayo east
Parklands - House,"$110,000",4 bedrooms,bulawayo east
Chitungwiza - House,"$20,000",225 m²,chitungwiza
Matidoda - House,"$65,000",300 m²,harare west
Glen View - House,"$35,000",300 m²,harare high density
Cowdray Park - House,"$18,000",200 m²,bulawayo high density
Romney Park - House,"$75,000",836 m²,bulawayo north
Tshabalala - House,"$25,000",300 m²,bulawayo high density
Glen View - House,"$26,000",200 m²,harare high density
Tynwald - House,"$48,000",400 m²,harare west
Manyame Park - House,"$30,000",200 m²,chitungwiza
Glaudina - House,"$50,000",300 m²,harare west
Springvale - House,"$90,000",808 m²,ruwa
Vainona - House,"$650,000",8400 m²,harare north
Warren Park - House,"$22,000",200 m²,harare high density
Chitungwiza - House,"$25,000",800 m²,chitungwiza
Dzivarasekwa - House,"$22,000",400 m²,harare high density
St. Marys - House,"$24,000",300 m²,chitungwiza
Glaudina - House,"$75,000",637 m²,harare west
Budiriro - House,"$23,000",300 m²,harare high density
Glen Lorne - House,"$400,000",29431 m²,harare north
Eastlea - House,"$170,000",2008 m²,harare east
Warren Park - House,"$50,000",300 m²,harare high density
Cold Comfort - House,"$70,000",328 m²,harare west
Waterfalls - House,"$35,000",300 m²,harare south
Norton - House,"$95,000",2000 m²,norton
Budiriro - House,"$25,000",300 m²,harare high density
"Aspindale Park - House, Townhouse Complex","$60,000",200 m²,harare west
Kumalo - House,"$175,000",5 bedrooms,bulawayo east
Pattersonia - House,"$100,000",1600 m²,gweru
Zengeza - House,"$30,000",1 m²,chitungwiza
Gokwe - House,"$31,500",1 bathrooms,gokwe
Chiredzi - House,"$75,000",4047 m²,chiredzi
Budiriro - House,"$21,000",300 m²,harare high density
Paddonhurst - House,"$70,000",700 m²,bulawayo north
Cowdray Park - House,"$15,000",200 m²,bulawayo high density
Manyame Park - House,"$25,000",200 m²,chitungwiza
Crowhill Views - House,"$22,000",500 m²,harare north
Rhodene - House,"$95,000",3020 m²,masvingo
Kadoma - House,"$30,000",2100 m²,kadoma
Norton - House,"$20,000",200 m²,norton
Chiredzi - House,"$70,000",3 bedrooms,chiredzi
Lobengula - House,"$32,000",300 m²,bulawayo high density
Mandara - House,"$375,000",4000 m²,harare east
Dawnview Park - House,"$80,000",427 m²,harare west
Aspindale Park - House,"$65,000",200 m²,harare west
Glaudina - House,"$35,000",200 m²,harare west
"Masvingo - House, House","$35,000",552 m²,masvingo
"Borrowdale - House, House","$200,000",4000 m²,harare north
Glen Lorne - House,"$450,000",5100 m²,harare north
Tynwald - House,"$55,000",400 m²,harare west
Southwood - House,"$45,000",1575 m²,kwekwe
"Mandara - House, Townhouse Complex","$270,000",2000 m²,harare east
